alert_rank,record_id,reporting_date,programme_name,sector,state,lga,community,achievement_rate,predicted_risk,probability_high,forecast_available,predicted_next_achievement_rate,forecast_status,predicted_anomaly,anomaly_score,risk_component_score,forecast_component_score,anomaly_component_score,early_warning_score,early_warning_priority,warning_signal_count,signal_agreement,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,priority_message,integrated_investigation_guidance,review_status,forecast_context,decision_use
1593,ES-005562,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 6,0.8767,Low,6.164726499848499e-25,True,0.7631808288062639,On Track,0,-0.1735187710979516,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Lower data quality,Supply delay,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality. | Review procurement, logistics and supply-chain bottlenecks.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1594,ES-006426,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 3,0.795,Low,5.107645924122306e-25,True,0.7836359922204568,On Track,0,-0.198134974840695,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Elevated complaints,,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,Review feedback and complaint records for recurring operational issues.,Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1595,ES-002109,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 6,0.8182,Low,2.9590787939645203e-25,True,0.7804229054283214,On Track,0,-0.1866835060232868,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Previous-month achievement pattern,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1596,ES-002558,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,0.8497,Low,2.833692808759717e-25,True,0.8039707117498112,On Track,0,-0.1933012000599065,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Previous-month achievement pattern,Lower data quality,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement. | Validate source data, completeness and reporting quality.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1597,ES-004765,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 5,0.7854,Low,2.230905144949938e-25,True,0.754193795531974,On Track,0,-0.1212530299226801,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Lower data quality,Previous-month achievement pattern,Limited supply delay,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1598,ES-002560,2026-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,0.8517,Low,2.064267539695481e-25,False,,,0,-0.1964862160464564,0.0,,0.0,0.0,Low,0,No Warning Signal,Access constraints,Previous-month achievement pattern,Lower data quality,Strong achievement,Risk: Low | Forecast: Not available | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement. | Validate source data, completeness and reporting quality.",Routine monitoring,Forecast unavailable for final reporting month,Recommended for human review; the model does not make operational decisions.
1599,ES-005914,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 5,0.8998,Low,1.3211063768551762e-25,True,0.8599802305186521,On Track,0,-0.1532422377476769,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Lower data quality,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1600,ES-007487,2026-07-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 6,0.8398,Low,1.1417205785470234e-25,True,0.7822837388466087,On Track,0,-0.1713367091578495,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1601,ES-001022,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,0.8156,Low,8.976631320818601e-26,True,0.8018710564985112,On Track,0,-0.1363674913110859,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Lower data quality,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1602,ES-001338,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 6,0.9033,Low,8.903160701826091e-26,True,0.8419141567123796,On Track,0,-0.1105603807747619,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Elevated complaints,Access constraints,Lower data quality,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review feedback and complaint records for recurring operational issues. | Review access, movement and operational constraints affecting delivery. | Validate source data, completeness and reporting quality.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1603,ES-003258,2026-02-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 6,0.8039,Low,6.284410280869254e-26,True,0.7874949669362992,On Track,0,-0.1928074388505674,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Previous-month achievement pattern,Budget utilisation pattern,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1604,ES-000703,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 4,0.8922,Low,5.736959999776151e-26,True,0.8404756940308367,On Track,0,-0.132185721764689,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Supply delay,Low staff availability,Elevated complaints,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review staffing coverage, absences and field deployment capacity. | Review feedback and complaint records for recurring operational issues.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1605,ES-002396,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 3,0.8627,Low,4.790780939407088e-26,True,0.827052786550119,On Track,0,-0.1849290794550647,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Previous-month achievement pattern,Budget utilisation pattern,Low staff availability,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress. | Review staffing coverage, absences and field deployment capacity.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1606,ES-005242,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 2,0.8092,Low,4.5193469339170076e-26,True,0.7716898016723731,On Track,0,-0.1516849062339321,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Previous-month achievement pattern,Lower data quality,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review recent performance trends for persistent underachievement. | Validate source data, completeness and reporting quality.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1607,ES-000604,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 1,0.8225,Low,3.240004398796025e-26,True,0.8268349459635619,On Track,0,-0.2018102196937634,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Elevated complaints,Previous-month achievement pattern,Low staff availability,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review feedback and complaint records for recurring operational issues. | Review recent performance trends for persistent underachievement. | Review staffing coverage, absences and field deployment capacity.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1608,ES-006427,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 3,0.8543,Low,2.757149218852013e-26,True,0.7907743921740791,On Track,0,-0.1552337460011423,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Reporting delay,Lower data quality,Access constraints,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Validate reporting timeliness and follow up on delayed field submissions. | Validate source data, completeness and reporting quality. | Review access, movement and operational constraints affecting delivery.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1609,ES-007072,2026-08-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 5,0.8378,Low,2.1736469592172496e-26,False,,,0,-0.1709035611938344,0.0,,0.0,0.0,Low,0,No Warning Signal,Lower data quality,Low staff availability,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: Not available | Anomaly: No alert,"Validate source data, completeness and reporting quality. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Routine monitoring,Forecast unavailable for final reporting month,Recommended for human review; the model does not make operational decisions.
1610,ES-001694,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,0.8508,Low,1.1432992688917333e-26,True,0.8025713919184299,On Track,0,-0.1614995669867964,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Supply delay,Access constraints,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1611,ES-003450,2026-02-01,Education Access Project,Education,Borno,Jere,Jere Site 6,0.8558,Low,9.316616717025723e-27,True,0.7979042596543315,On Track,0,-0.1695300726757667,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Supply delay,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1612,ES-005920,2026-08-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 5,0.8472,Low,9.051772779558784e-27,False,,,0,-0.109956564608236,0.0,,0.0,0.0,Low,0,No Warning Signal,Supply delay,Low staff availability,Lower data quality,Strong achievement,Risk: Low | Forecast: Not available | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality.",Routine monitoring,Forecast unavailable for final reporting month,Recommended for human review; the model does not make operational decisions.
1613,ES-000381,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 6,0.9334,Low,6.967954585626157e-27,True,0.8766288169113877,On Track,0,-0.0950289028406767,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Elevated complaints,Low staff availability,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues. | Review staffing coverage, absences and field deployment capacity.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1614,ES-000575,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 6,0.9014,Low,5.249395944854843e-27,True,0.8675432144098749,On Track,0,-0.1304642592759062,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Elevated complaints,Low staff availability,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review feedback and complaint records for recurring operational issues. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1615,ES-006332,2026-04-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 6,0.8912,Low,3.7435435238273184e-27,True,0.8140169655417037,On Track,0,-0.1645750561402771,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Lower data quality,Low staff availability,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Validate source data, completeness and reporting quality. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1616,ES-001564,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 1,0.8587,Low,3.22925590880887e-27,True,0.7957599724991117,On Track,0,-0.1702929642781591,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Elevated complaints,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,Review feedback and complaint records for recurring operational issues. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1617,ES-000606,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 1,0.8781,Low,2.5146929373381248e-27,True,0.8530007461638663,On Track,0,-0.1199669389034838,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Previous-month achievement pattern,Lower data quality,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement. | Validate source data, completeness and reporting quality.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1618,ES-006172,2026-04-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 1,0.921,Low,1.5967594955444618e-27,True,0.8387609778513501,On Track,0,-0.1303849334091185,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Supply delay,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1619,ES-006111,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 5,0.8728,Low,1.5501727627728431e-27,True,0.8093473649280342,On Track,0,-0.1370645864593128,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Supply delay,Access constraints,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1620,ES-004670,2026-06-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 2,0.8656,Low,1.2120282347414639e-27,True,0.8385337615913696,On Track,0,-0.0389033547295477,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Elevated complaints,Previous-month achievement pattern,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,Review feedback and complaint records for recurring operational issues. | Review recent performance trends for persistent underachievement.,Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1621,ES-000219,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 1,0.9147,Low,1.2032815400519691e-27,True,0.8387395171699755,On Track,0,-0.118167554319397,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low activity completion,Low staff availability,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review delayed or incomplete activities and implementation constraints. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1622,ES-006879,2026-07-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 5,0.8123,Low,1.1392283254682804e-27,True,0.7643018497943259,On Track,0,-0.1874896645840464,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Lower data quality,Previous-month achievement pattern,Strong activity completion,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1623,ES-005503,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 4,0.8769,Low,1.1313723810292688e-27,True,0.8336393331607651,On Track,0,-0.1556984849365563,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Access constraints,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1624,ES-006045,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 3,0.8646,Low,8.629682281863122e-28,True,0.8063639671302557,On Track,0,-0.1526213222588681,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Lower data quality,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1625,ES-000699,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 4,0.8435,Low,7.424618889322542e-28,True,0.800858946587248,On Track,0,-0.1130704924413837,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Supply delay,Elevated complaints,Access constraints,Strong activity completion,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review access, movement and operational constraints affecting delivery.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1626,ES-002400,2026-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 3,0.8311,Low,6.83019503329262e-28,False,,,0,-0.1015666164053133,0.0,,0.0,0.0,Low,0,No Warning Signal,Previous-month achievement pattern,Budget utilisation pattern,,Strong achievement,Risk: Low | Forecast: Not available | Anomaly: No alert,Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Routine monitoring,Forecast unavailable for final reporting month,Recommended for human review; the model does not make operational decisions.
1627,ES-004829,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 1,0.8995,Low,6.402530215535004e-28,True,0.8333970281661215,On Track,0,-0.1184312370069465,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Lower data quality,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1628,ES-003482,2026-02-01,Education Access Project,Education,Borno,Konduga,Konduga Site 1,0.9343,Low,6.010337674833989e-28,True,0.8598940553995011,On Track,0,-0.0879866619780908,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Supply delay,Previous-month achievement pattern,Low staff availability,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement. | Review staffing coverage, absences and field deployment capacity.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1629,ES-000702,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 4,0.8385,Low,4.9930526153112675e-28,True,0.8131143427493788,On Track,0,-0.1859665222948117,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Low staff availability,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1630,ES-001631,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 3,0.885,Low,3.6237744866490932e-28,True,0.8241373297731627,On Track,0,-0.1292935966686778,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1631,ES-007037,2026-05-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 4,0.8657,Low,3.3159514914248633e-28,True,0.773540320887615,On Track,0,-0.1226089708632656,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Previous-month achievement pattern,Budget utilisation pattern,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1632,ES-004668,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 2,0.8467,Low,2.248986683239953e-28,True,0.8110978585608063,On Track,0,-0.1221434879346965,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Elevated complaints,Lower data quality,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review feedback and complaint records for recurring operational issues. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1633,ES-005883,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 4,0.8518,Low,1.7562302304485399e-28,True,0.7847108923107317,On Track,0,-0.1510965038633872,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Previous-month achievement pattern,,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,Review recent performance trends for persistent underachievement.,Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1634,ES-001918,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 6,0.8911,Low,1.545310583078521e-28,True,0.8254294204703212,On Track,0,-0.1181615753794478,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Supply delay,Previous-month achievement pattern,Low staff availability,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement. | Review staffing coverage, absences and field deployment capacity.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1635,ES-000319,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 4,0.9678,Low,1.4517052862569775e-28,True,0.902437164708216,On Track,0,-0.0689890292695669,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Supply delay,Elevated complaints,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1636,ES-000350,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 5,0.8683,Low,1.268325680591993e-28,True,0.832525294142252,On Track,0,-0.1803426024034271,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Previous-month achievement pattern,Budget utilisation pattern,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1637,ES-000603,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 1,0.8818,Low,8.607906687302444e-29,True,0.8523384217004697,On Track,0,-0.1306020791136884,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Elevated complaints,Low staff availability,Lower data quality,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review feedback and complaint records for recurring operational issues. | Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1638,ES-000509,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 4,0.9195,Low,5.719792108765625e-29,True,0.8468177061819742,On Track,0,-0.0987948646780577,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low activity completion,Supply delay,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1639,ES-005948,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 6,0.8213,Low,4.035626462281623e-29,True,0.7774338541064232,On Track,0,-0.1710165252232717,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Lower data quality,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1640,ES-001822,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 3,0.8262,Low,3.19550975289993e-29,True,0.7920591855775431,On Track,0,-0.1422830529378407,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Supply delay,Previous-month achievement pattern,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1641,ES-003968,2026-08-01,Education Access Project,Education,Borno,Bama,Bama Site 4,0.831,Low,2.9371597363994565e-29,False,,,0,-0.0880702355168262,0.0,,0.0,0.0,Low,0,No Warning Signal,Low staff availability,,,Strong achievement,Risk: Low | Forecast: Not available | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity.",Routine monitoring,Forecast unavailable for final reporting month,Recommended for human review; the model does not make operational decisions.
1642,ES-000637,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 2,0.9121,Low,2.620731246509868e-29,True,0.8509828935432234,On Track,0,-0.1294901158281477,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Low staff availability,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
