record_id,reporting_date,programme_name,sector,state,lga,community,monthly_target,monthly_achievement,achievement_rate,activity_completion_rate,budget_utilisation_rate,reporting_delay_days,complaints_count,staff_availability_rate,supply_delay_days,previous_month_achievement_rate,access_constraint_score,data_quality_score,anomaly_flag,risk_label,recommended_action
ES-006480,2025-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,965,751,0.7778,0.6987,0.6698,6,5,0.8785,2,0.7822,0.3835,0.9417,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006481,2025-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,1058,816,0.7712,0.7623,0.8862,4,2,0.855,5,0.7778,0.3599,0.9622,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006482,2025-06-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,1021,722,0.7069,0.6973,0.8207,3,3,0.8395,5,0.7712,0.3794,1.0,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006483,2025-07-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,977,661,0.6765,0.6919,0.6986,10,2,0.8392,2,0.7069,0.4158,0.9099,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006484,2025-08-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,1072,711,0.6634,0.7497,0.8992,2,3,0.9006,6,0.6765,0.3575,0.9564,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006485,2025-09-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,971,711,0.7322,0.7715,0.81,1,0,0.8606,3,0.6634,0.2707,0.8618,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006486,2025-10-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,1200,774,0.6449,0.7231,1.0358,6,1,0.8169,5,0.7322,0.3116,0.9126,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006487,2025-11-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,1071,719,0.671,0.7686,0.8637,6,1,0.804,3,0.6449,0.4215,0.9259,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006488,2025-12-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,927,569,0.6142,0.8322,0.8936,6,3,0.8501,7,0.671,0.3612,0.9753,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006489,2026-01-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,1161,767,0.6602,0.7585,0.8767,2,4,0.8553,8,0.6142,0.2946,0.9136,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006490,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,1002,695,0.6934,0.6463,0.6759,5,4,0.9375,4,0.6602,0.3866,0.9387,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006491,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,885,617,0.6969,0.607,0.9009,9,1,0.9277,4,0.6934,0.4051,0.8311,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006492,2026-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,955,719,0.7532,0.5895,0.803,6,0,0.9014,7,0.6969,0.3411,0.8598,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006493,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,960,700,0.7287,0.6372,0.629,4,2,0.8997,8,0.7532,0.2698,0.8632,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006494,2026-06-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,1029,323,0.3135,0.6967,0.7486,6,2,0.9045,7,0.7287,0.2673,0.8591,1,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006495,2026-07-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,1009,806,0.7992,0.7287,0.7923,4,1,0.9085,5,0.7562,0.2635,0.8813,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006496,2026-08-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,926,630,0.6804,0.7158,0.8214,4,5,0.9218,2,0.7992,0.1826,0.94,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006497,2024-01-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,274,214,0.781,0.855,0.8816,6,5,0.8929,11,0.8135,0.3042,0.8726,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006498,2024-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,291,237,0.8161,0.8176,0.8347,2,3,0.9101,5,0.781,0.304,0.9505,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006499,2024-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,308,240,0.7778,0.7812,0.6835,7,4,0.9172,7,0.8161,0.2552,0.9083,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006500,2024-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,327,265,0.811,0.7594,0.7539,4,2,0.9258,5,0.7778,0.1956,0.9693,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006501,2024-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,325,232,0.715,0.7932,0.7885,12,2,0.9498,10,0.811,0.2396,0.8564,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006502,2024-06-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,293,229,0.7832,0.7259,0.8943,3,3,0.8762,5,0.715,0.2162,0.9496,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006503,2024-07-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,316,266,0.8426,0.7891,0.8954,5,1,0.8543,0,0.7832,0.2477,0.9943,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006504,2024-08-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,308,260,0.8445,0.8773,0.8531,3,2,0.8276,3,0.8426,0.2558,0.9245,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006505,2024-09-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,337,281,0.8348,0.8464,0.7765,2,1,0.8198,5,0.8445,0.2524,0.9623,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006506,2024-10-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,318,245,0.7706,0.8217,0.8866,3,1,0.8716,1,0.8348,0.2865,0.8808,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006507,2024-11-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,292,201,0.6898,0.8455,0.8211,6,1,0.8869,3,0.7706,0.2335,0.8868,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006508,2024-12-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,289,197,0.6808,0.7971,0.8546,4,3,0.8724,2,0.6898,0.3223,0.855,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006509,2025-01-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,269,199,0.7403,0.8716,0.9482,1,2,0.8568,5,0.6808,0.334,0.9693,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006510,2025-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,266,206,0.7745,0.7778,0.8448,7,3,0.851,4,0.7403,0.3291,0.95,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006511,2025-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,289,214,0.7398,0.8109,0.8901,6,6,0.8314,6,0.7745,0.3381,0.8825,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006512,2025-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,255,195,0.7657,0.7963,0.9153,7,1,0.7993,4,0.7398,0.3462,0.9165,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006513,2025-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,285,222,0.7807,0.8852,0.8194,4,5,0.8963,9,0.7657,0.3175,0.9088,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006514,2025-06-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,306,227,0.7412,0.8913,0.8194,7,27,0.8715,5,0.7807,0.3427,0.9398,1,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006515,2025-07-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,310,224,0.7229,0.8106,0.7794,1,3,0.8176,6,0.7412,0.2701,0.8675,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006516,2025-08-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,271,198,0.7309,0.8184,0.9608,3,2,0.8396,11,0.7229,0.2044,0.8967,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006517,2025-09-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,337,290,0.8597,0.812,0.712,1,3,0.8328,2,0.7309,0.1917,0.8665,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006518,2025-10-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,283,231,0.8169,0.7906,0.7659,4,28,0.84,6,0.8597,0.2854,0.9468,1,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006519,2025-11-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,342,293,0.8553,0.8712,0.9242,2,2,0.8556,4,0.8169,0.2906,0.922,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006520,2025-12-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,289,226,0.7809,0.8535,0.6777,6,2,0.8518,5,0.8553,0.2394,0.917,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006521,2026-01-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,334,270,0.8086,0.8563,0.8612,4,3,0.8059,4,0.7809,0.2397,0.9055,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006522,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,338,278,0.8225,0.8529,0.8665,6,2,0.7938,6,0.8086,0.3149,0.9005,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006523,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,336,236,0.7022,0.7216,0.7973,7,3,0.8338,5,0.8225,0.4271,0.9377,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006524,2026-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,325,226,0.6955,0.6065,0.87,6,3,0.9328,5,0.7022,0.3439,0.8992,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006525,2026-05-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,323,267,0.8274,0.7555,0.8295,4,4,0.9065,3,0.6955,0.3016,0.8205,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006526,2026-06-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,349,282,0.8091,0.7896,0.9483,8,1,0.9149,9,0.8274,0.242,0.8855,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006527,2026-07-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,320,229,0.7142,0.8118,0.8503,2,5,0.9738,0,0.8091,0.3209,0.8654,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006528,2026-08-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,323,243,0.7516,0.8871,0.8671,5,1,0.9709,2,0.7142,0.3681,0.898,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006529,2024-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,717,553,0.7716,0.7773,0.9628,3,2,0.8385,5,0.806,0.3814,0.8831,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006530,2024-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,673,532,0.7902,0.8659,0.7669,3,5,0.8164,7,0.7716,0.3061,0.8854,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006531,2024-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,730,564,0.7721,0.8774,0.8395,3,0,0.8455,4,0.7902,0.2561,0.91,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006532,2024-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,741,614,0.8289,0.9287,0.8735,3,5,0.8901,1,0.7721,0.2701,0.9573,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006533,2024-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,535,480,0.897,0.8018,0.6998,7,2,0.8278,3,0.8289,0.2383,0.9112,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006534,2024-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,696,543,0.7804,0.8472,0.9762,4,4,0.8414,5,0.897,0.2053,0.8873,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006535,2024-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,822,631,0.7675,0.803,0.7709,5,1,0.8391,6,0.7804,0.2578,0.9513,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006536,2024-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,672,497,0.7403,0.7128,0.845,4,0,0.8272,3,0.7675,0.2271,0.9042,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006537,2024-09-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,675,517,0.7661,0.7695,0.9736,3,5,0.8419,6,0.7403,0.3005,0.9024,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006538,2024-10-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,484,344,0.7102,0.7966,0.7811,5,5,0.8339,4,0.7661,0.2693,0.85,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006539,2024-11-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,540,416,0.7702,0.8372,0.8214,2,7,0.8295,6,0.7102,0.2803,0.8921,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006540,2024-12-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,682,490,0.7181,0.7556,0.7996,7,7,0.8443,5,0.7702,0.2986,0.8635,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006541,2025-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,639,475,0.7431,0.693,0.83,5,2,0.8296,3,0.7181,0.3368,0.9372,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006542,2025-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,592,435,0.7353,0.6216,0.7332,7,5,0.8498,5,0.7431,0.3119,0.9463,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006543,2025-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,622,402,0.6457,0.6882,0.853,7,3,0.8795,10,0.7353,0.3273,0.9547,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006544,2025-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,630,458,0.7273,0.7796,0.7958,4,1,0.8778,5,0.6457,0.3415,0.8363,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006545,2025-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,580,495,0.8539,0.8487,0.9936,3,1,0.8945,7,0.7273,0.2954,0.9194,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006546,2025-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,711,604,0.8489,0.8091,0.8657,4,4,0.9141,5,0.8539,0.3029,0.9298,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006547,2025-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,642,571,0.8893,0.8406,0.903,4,0,0.8743,2,0.8489,0.2831,0.9382,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006548,2025-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,766,505,0.6589,0.7611,0.9405,8,3,0.8446,14,0.8893,0.4609,0.8677,0,High,Recommended for human review: investigate supply-chain delays and assess potential implementation impact.
ES-006549,2025-09-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,673,441,0.6559,0.7378,0.8397,6,3,0.8541,5,0.6589,0.3911,0.925,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006550,2025-10-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,687,402,0.5845,0.7183,0.7912,1,3,0.8483,8,0.6559,0.4176,0.928,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006551,2025-11-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,700,348,0.4972,0.6979,0.7032,7,8,0.8013,3,0.5845,0.4454,0.8435,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006552,2025-12-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,620,394,0.6348,0.8018,0.7207,2,3,0.7474,7,0.4972,0.3692,0.9014,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006553,2026-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,681,480,0.7042,0.8057,0.7493,2,4,0.8294,4,0.6348,0.407,0.9402,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006554,2026-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,674,517,0.7668,0.8576,0.9037,7,3,0.8741,7,0.7042,0.3317,0.9473,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006555,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,619,515,0.8328,0.8289,0.8205,5,6,0.8241,3,0.7668,0.3289,0.9316,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006556,2026-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,653,499,0.7644,0.8241,0.9281,7,0,0.9024,4,0.8328,0.2589,0.8929,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006557,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,646,482,0.7456,0.8032,0.8858,3,0,0.8694,5,0.7644,0.2333,0.9489,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006558,2026-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,585,435,0.7432,0.7775,0.9412,4,0,0.8588,6,0.7456,0.22,0.8543,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006559,2026-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,714,501,0.7013,0.7227,0.689,4,3,0.8764,6,0.7432,0.1911,0.9427,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006560,2026-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,612,476,0.777,0.711,0.7207,3,2,0.8226,4,0.7013,0.27,0.8998,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006561,2024-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,982,701,0.7136,0.8123,0.7764,7,1,0.8639,11,0.8362,0.4517,0.9347,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006562,2024-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,939,529,0.5638,0.7614,0.7445,9,7,0.8241,8,0.7136,0.3301,0.8491,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006563,2024-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,869,593,0.6821,0.7069,0.7759,3,1,0.8511,8,0.5638,0.3336,0.878,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006564,2024-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,990,711,0.7178,0.625,0.8082,8,2,0.8198,7,0.6821,0.3521,0.8897,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006565,2024-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,861,259,0.3008,0.6762,0.8201,5,1,0.863,1,0.7178,0.3664,0.8949,1,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006566,2024-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,906,744,0.8217,0.7318,0.8294,4,2,0.8999,2,0.7526,0.3354,0.8726,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006567,2024-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,984,823,0.8362,0.6891,0.9584,4,1,0.8836,3,0.8217,0.359,0.9842,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006568,2024-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,1145,885,0.773,0.7575,0.921,4,2,0.9094,9,0.8362,0.3264,0.973,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006569,2024-09-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,1000,650,0.6504,0.6655,1.0243,7,4,0.9367,10,0.773,0.294,0.9703,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006570,2024-10-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,918,635,0.6915,0.7237,0.7586,6,2,0.8959,4,0.6504,0.3751,0.9823,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006571,2024-11-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,965,645,0.6684,0.8382,0.7247,10,4,0.8989,6,0.6915,0.3022,0.8901,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006572,2024-12-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,876,600,0.6846,0.8017,0.8405,7,1,0.8969,6,0.6684,0.3631,0.905,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006573,2025-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,961,671,0.6982,0.6964,0.909,6,3,0.966,7,0.6846,0.4152,0.8386,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006574,2025-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,924,565,0.611,0.6428,0.863,6,5,0.9209,8,0.6982,0.4257,0.9948,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006575,2025-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,1005,669,0.6656,0.6316,0.8755,7,3,0.8905,3,0.611,0.3345,0.8857,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006576,2025-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,1007,626,0.6216,0.6117,0.6759,29,0,0.8316,8,0.6656,0.3586,0.9796,1,High,Recommended for human review: investigate reporting bottlenecks and validate the latest field data.
ES-006577,2025-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,1137,715,0.6288,0.5832,0.8721,6,2,0.8896,6,0.6216,0.3032,0.8076,0,High,Recommended for human review: assess implementation bottlenecks and possible recovery actions.
ES-006578,2025-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,957,600,0.6272,0.7014,0.7987,5,2,0.8959,6,0.6288,0.3866,0.9089,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006579,2025-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,889,602,0.6769,0.7893,0.6892,7,3,0.8592,2,0.6272,0.3695,0.8544,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006580,2025-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,919,606,0.6592,0.8091,0.8354,4,3,0.8476,7,0.6769,0.4254,0.9289,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006581,2025-09-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,921,547,0.5937,0.8382,0.9954,6,4,0.8821,8,0.6592,0.4088,0.9342,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006582,2025-10-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,851,576,0.677,0.8014,0.7297,3,2,0.8614,5,0.5937,0.3062,0.9156,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006583,2025-11-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,932,622,0.667,0.8221,0.7944,6,1,0.8812,6,0.677,0.2634,0.8529,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006584,2025-12-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,915,625,0.6829,0.8064,0.8906,5,0,0.8402,7,0.667,0.3126,0.9442,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006585,2026-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,998,688,0.6895,0.7415,0.8722,4,2,0.8324,9,0.6829,0.2575,0.949,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006586,2026-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,996,685,0.6873,0.7667,0.8622,2,6,0.8905,11,0.6895,0.4185,0.9744,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006587,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,915,626,0.6839,0.8011,0.6163,2,7,0.8297,5,0.6873,0.4243,0.8856,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006588,2026-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,891,697,0.7823,0.8256,0.9733,3,3,0.8223,5,0.6839,0.3714,0.9125,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006589,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,980,761,0.777,0.7421,0.8121,1,4,0.8341,4,0.7823,0.2992,0.8772,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006590,2026-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,928,645,0.6946,0.7559,0.8385,6,1,0.847,3,0.777,0.3145,0.8765,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006591,2026-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,900,629,0.6984,0.7839,0.6647,7,6,0.8687,2,0.6946,0.321,0.9011,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006592,2026-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,1001,592,0.5914,0.742,0.6693,6,5,0.856,4,0.6984,0.2956,0.932,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006593,2024-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,515,389,0.7555,0.7916,0.914,4,2,0.9658,5,0.7504,0.1919,0.9303,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006594,2024-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,522,395,0.757,0.7267,0.9551,2,7,0.9513,5,0.7555,0.2693,0.8731,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006595,2024-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,459,320,0.6978,0.6321,0.8454,4,3,0.9018,0,0.757,0.3012,0.9501,0,Low,Continue routine monitoring; no immediate escalation indicated.
